aga00010	aga00020	aga00030	aga00040	aga00051	aga00052	aga00053	aga00061	aga00062	aga00071	aga00100	aga00130	aga00190	aga00220	aga00230	aga00232	aga00240	aga00250	aga00260	aga00270	aga00280	aga00290	aga00310	aga00330	aga00340	aga00350	aga00360	aga00380	aga00400	aga00410	aga00430	aga00440	aga00450	aga00470	aga00480	aga00500	aga00510	aga00511	aga00512	aga00513	aga00514	aga00515	aga00520	aga00531	aga00532	aga00533	aga00534	aga00561	aga00562	aga00563	aga00564	aga00565	aga00590	aga00592	aga00600	aga00601	aga00603	aga00604	aga00620	aga00630	aga00640	aga00650	aga00670	aga00730	aga00740	aga00750	aga00760	aga00770	aga00780	aga00785	aga00790	aga00830	aga00860	aga00900	aga00910	aga00920	aga00970	aga00980	aga00981	aga00982	aga00983	aga01040	aga01100	aga01200	aga01210	aga01212	aga01230	aga01232	aga01240	aga01250	aga02010	aga03008	aga03010	aga03013	aga03015	aga03018	aga03020	aga03022	aga03030	aga03040	aga03050	aga03060	aga03250	aga03266	aga03410	aga03420	aga03430	aga03440	aga03450	aga03460	aga04013	aga04068	aga04070	aga04080	aga04120	aga04122	aga04130	aga04136	aga04137	aga04140	aga04141	aga04142	aga04144	aga04145	aga04146	aga04150	aga04213	aga04214	aga04215	aga04310	aga04320	aga04330	aga04341	aga04350	aga04391	aga04392	aga04512	aga04624	aga04711	aga04745	aga04814
																																																																																		C01697																																																										
																																																																																		C01097																																																										
																																																																																		C00576																																																										
																																																																																		C20376																																																										
																																																																																		C20372																																																										
																																																																																		C20375																																																										
																																																																																		C19673																																																										
																																																																																		C01209																																																										
																																																																																		C05345																																																										
																																																																																		C00984																																																										
																																																																																		C03366																																																										
																																																																																		C16741																																																										
																																																																																		C00203																																																										
																																																																																		C00021																																																										
																																																																																		C00124																																																										
																																																																																		C00208																																																										
																																																																																		C01083																																																										
																																																																																		C00011																																																										
																																																																																		C00058																																																										
																																																																																		C00163																																																										
																																																																																		C15650																																																										
																																																																																		C15606																																																										
																																																																																		C01081																																																										
																																																																																		C00378																																																										
																																																																																		C00068																																																										
																																																																																		C03028																																																										
																																																																																		C15812																																																										
																																																																																		C15811																																																										
																																																																																		C00003																																																										
																																																																																		C00153																																																										
																																																																																		C00253																																																										
																																																																																		C01185																																																										
																																																																																		C03150																																																										
																																																																																		C00455																																																										
																																																																																		C05841																																																										
																																																																																		C06424																																																										
																																																																																		C01159																																																										
																																																																																		C00800																																																										
																																																																																		C02670																																																										
																																																																																		C00818																																																										
																																																																																		C00257																																																										
																																																																																		C00049																																																										
																																																																																		C00199																																																										
																																																																																		C00025																																																										
																																																																																		C00327																																																										
																																																																																		C00062																																																										
																																																																																		C00555																																																										
																																																																																		C00315																																																										
																																																																																		C00437																																																										
																																																																																		C00077																																																										
																																																																																		C00329																																																										
																																																																																		C01674																																																										
																																																																																		C21015																																																										
																																																																																		C21016																																																										
																																																																																		C02356																																																										
																																																																																		C16335																																																										
																																																																																		C01935																																																										
																																																																																		C06459																																																										
																																																																																		C05674																																																										
																																																																																		C05770																																																										
																																																																																		C21284																																																										
																																																																																		C15672																																																										
																																																																																		C15670																																																										
																																																																																		C00500																																																										
																																																																																		C00486																																																										
																																																																																		C05787																																																										
																																																																																		C05791																																																										
																																																																																		C00341																																																										
																																																																																		C00750																																																										
																																																																																		C03740																																																										
																																																																																		C01879																																																										
																																																																																		C00491																																																										
																																																																																		C20877																																																										
																																																																																		C20878																																																										
																																																																																		C20879																																																										
																																																																																		C20876																																																										
																																																																																		C00096																																																										
																																																																																		C00085																																																										
																																																																																		C05258																																																										
																																																																																		C00128																																																										
																																																																																		C05587																																																										
																																																																																		C05581																																																										
																																																																																		C00430																																																										
																																																																																		C00931																																																										
																																																																																		C01024																																																										
																																																																																		C05766																																																										
																																																																																		C05768																																																										
																																																																																		C02189																																																										
																																																																																		C00167																																																										
																																																																																		C03033																																																										
																																																																																		C00089																																																										
																																																																																		C00689																																																										
																																																																																		C00029																																																										
																																																																																		C00369																																																										
																																																																																		C00718																																																										
																																																																																		C20265																																																										
																																																																																		C05849																																																										
																																																																																		C03313																																																										
																																																																																		C02059																																																										
																																																																																		C05819																																																										
																																																																																		C00828																																																										
																																																																																		C02266																																																										
																																																																																		C03827																																																										
																																																																																		C01720																																																										
																																																																																		C00083																																																										
																																																																																		C00794																																																										
																																																																																		C00665																																																										
																																																																																		C00103																																																										
																																																																																		C00031																																																										
																																																																																		C00243																																																										
																																																																																		C01132																																																										
																																																																																		C00255																																																										
																																																																																		C00061																																																										
																																																																																		C00016																																																										
																																																																																		C00143																																																										
																																																																																		C00020																																																										
																																																																																		C00212																																																										
																																																																																		C00147																																																										
																																																																																		C00131																																																										
																																																																																		C00242																																																										
																																																																																		C00268																																																										
																																																																																		C00130																																																										
																																																																																		C00272																																																										
																																																																																		C00206																																																										
																																																																																		C00008																																																										
																																																																																		C00262																																																										
																																																																																		C00286																																																										
																																																																																		C00921																																																										
																																																																																		C05922																																																										
																																																																																		C05923																																																										
																																																																																		C06148																																																										
																																																																																		C04874																																																										
																																																																																		C00415																																																										
																																																																																		C00504																																																										
																																																																																		C00440																																																										
																																																																																		C03479																																																										
																																																																																		C01762																																																										
																																																																																		C00294																																																										
																																																																																		C11821																																																										
																																																																																		C00387																																																										
																																																																																		C00655																																																										
																																																																																		C00385																																																										
																																																																																		C00366																																																										
																																																																																		C05512																																																										
																																																																																		C00360																																																										
																																																																																		C00559																																																										
																																																																																		C00361																																																										
																																																																																		C00362																																																										
																																																																																		C00330																																																										
																																																																																		C04895																																																										
																																																																																		C03794																																																										
																																																																																		C03684																																																										
																																																																																		C04244																																																										
																																																																																		C00101																																																										
																																																																																		C00234																																																										
																																																																																		C00445																																																										
																																																																																		C04640																																																										
																																																																																		C04823																																																										
																																																																																		C04677																																																										
																																																																																		C04734																																																										
																																																																																		C03373																																																										
																																																																																		C04751																																																										
																																																																																		C20239																																																										
																																																																																		C21310																																																										
																																																																																		C18239																																																										
																																																																																		C05924																																																										
																																																																																		C19848																																																										
																																																																																		C18237																																																										
																																																																																		C01007																																																										
																																																																																		C00835																																																										
																																																																																		C21640																																																										
																																																																																		C15522																																																										
																																																																																		C00461																																																										
																																																																																		C00140																																																										
																																																																																		C00270																																																										
																																																																																		C00645																																																										
																																																																																		C00357																																																										
																																																																																		C01236																																																										
																																																																																		C01194																																																										
																																																																																		C00092																																																										
																																																																																		C05981																																																										
																																																																																		C11554																																																										
																																																																																		C04549																																																										
																																																																																		C01277																																																										
																																																																																		C01243																																																										
																																																																																		C01245																																																										
																																																																																		C01220																																																										
																																																																																		C03546																																																										
																																																																																		C01204																																																										
																																																																																		C04063																																																										
																																																																																		C01272																																																										
																																																																																		C04006																																																										
																																																																																		C04637																																																										
																																																																																		C11556																																																										
																																																																																		C11557																																																										
																																																																																		C11555																																																										
																																																																																		C04477																																																										
																																																																																		C01284																																																										
																																																																																		C00137																																																										
																																																																																		C01177																																																										
																																																																																		C05993																																																										
																																																																																		C00937																																																										
																																																																																		C00256																																																										
																																																																																		C03451																																																										
																																																																																		C00168																																																										
																																																																																		C01146																																																										
																																																																																		C00042																																																										
																																																																																		C00122																																																										
																																																																																		C00100																																																										
																																																																																		C21017																																																										
																																																																																		C21018																																																										
																																																																																		C02630																																																										
																																																																																		C00345																																																										
																																																																																		C01172																																																										
																																																																																		C00267																																																										
																																																																																		C00221																																																										
																																																																																		C00121																																																										
																																																																																		C00672																																																										
																																																																																		C00673																																																										
																																																																																		C01801																																																										
																																																																																		C00236																																																										
																																																																																		C00197																																																										
																																																																																		C00118																																																										
																																																																																		C14180																																																										
																																																																																		C01031																																																										
																																																																																		C00149																																																										
																																																																																		C00022																																																										
																																																																																		C00036																																																										
																																																																																		C00041																																																										
																																																																																		C00049																																																										
																																																																																		C11537																																																										
																																																																																		C05528																																																										
																																																																																		C00048																																																										
																																																																																		C00288																																																										
																																																																																		C08276																																																										
																																																																																		C12248																																																										
																																																																																		C00119																																																										
																																																																																		C03090																																																										
																																																																																		C00301																																																										
																																																																																		C04051																																																										
																																																																																		C00603																																																										
																																																																																		C00035																																																										
																																																																																		C00044																																																										
																																																																																		C01228																																																										
																																																																																		C04494																																																										
																																																																																		C00942																																																										
																																																																																		C01261																																																										
																																																																																		C00104																																																										
																																																																																		C00081																																																										
																																																																																		C00700																																																										
																																																																																		C04392																																																										
																																																																																		C00575																																																										
																																																																																		C00002																																																										
																																																																																		C01260																																																										
																																																																																		C00881																																																										
																																																																																		C01168																																																										
																																																																																		C00365																																																										
																																																																																		C06198																																																										
																																																																																		C02362																																																										
																																																																																		C00940																																																										
																																																																																		C00719																																																										
																																																																																		C00213																																																										
																																																																																		C03508																																																										
																																																																																		C01888																																																										
																																																																																		C01242																																																										
																																																																																		C01962																																																										
																																																																																		C05823																																																										
																																																																																		C17267																																																										
																																																																																		C00097																																																										
																																																																																		C00169																																																										
																																																																																		C00671																																																										
																																																																																		C00233																																																										
																																																																																		C00141																																																										
																																																																																		C15979																																																										
																																																																																		C15975																																																										
																																																																																		C15977																																																										
																																																																																		C05998																																																										
																																																																																		C06002																																																										
																																																																																		C02170																																																										
																																																																																		C03284																																																										
																																																																																		C04076																																																										
																																																																																		C00956																																																										
																																																																																		C00109																																																										
																																																																																		C00047																																																										
																																																																																		C05933																																																										
																																																																																		C00533																																																										
																																																																																		C05936																																																										
																																																																																		C02714																																																										
																																																																																		C02946																																																										
																																																																																		C04281																																																										
																																																																																		C03912																																																										
																																																																																		C01157																																																										
																																																																																		C00148																																																										
																																																																																		C00170																																																										
																																																																																		C00019																																																										
																																																																																		C02282																																																										
																																																																																		C03440																																																										
																																																																																		C04282																																																										
																																																																																		C00884																																																										
																																																																																		C05938																																																										
																																																																																		C00012																																																										
																																																																																		C02835																																																										
																																																																																		C05130																																																										
																																																																																		C05127																																																										
																																																																																		C05827																																																										
																																																																																		C05828																																																										
																																																																																		C00822																																																										
